,id,midi_unformatted,year,midi_query,midi,match_score
1903,10867,Pitt-Payne/Ragtime Eating Place.mid,1914.0,pittpayne-ragtime_eating_place,pittpayne-ragtime_eating_place__pittpayne.mid,80
1904,10868,Pitt-Payne/Ragtime Engineer  The.mid,1912.0,pittpayne-ragtime_engineer__the,pittpayne-ragtime_engineer_the__pittpayne.mid,79
1905,10872,Pitt-Payne/Ragtime Eyes.mid,1907.0,pittpayne-ragtime_eyes,pittpayne-ragtime_eyes__pittpayne.mid,75
1906,10899,Pitt-Payne/Ragtime Goblin Man The.mid,1912.0,pittpayne-ragtime_goblin_man_the,pittpayne-ragtime_goblin_man_the__pittpayne.mid,81
1907,10909,Pitt-Payne/Ragtime In Colonial Days.mid,1917.0,pittpayne-ragtime_in_colonial_days,pittpayne-ragtime_in_colonial_days__pittpayne.mid,82
1908,10919,Pitt-Payne/Ragtime Jim.mid,1912.0,pittpayne-ragtime_jim,pittpayne-ragtime_jim__pittpayne.mid,74
1909,10921,Pitt-Payne/Ragtime Jockey Man The.mid,1912.0,pittpayne-ragtime_jockey_man_the,pittpayne-ragtime_jockey_man_the__pittpayne.mid,81
1910,10940,Pitt-Payne/Ragtime Mephisto.mid,1913.0,pittpayne-ragtime_mephisto,pittpayne-ragtime_mephisto__pittpayne.mid,78
1911,10949,Pitt-Payne/Ragtime Nick.mid,1912.0,pittpayne-ragtime_nick,pittpayne-ragtime_nick__pittpayne.mid,75
1912,10978,Pitt-Payne/Ragtime Pipe Of Pan  The.mid,1915.0,pittpayne-ragtime_pipe_of_pan__the,pittpayne-ragtime_pipe_of_pan_the__pittpayne.mid,80
1913,10985,Pitt-Payne/Ragtime Razor Brigade  The.mid,1918.0,pittpayne-ragtime_razor_brigade__the,pittpayne-ragtime_razor_brigade_the__pittpayne.mid,81
1914,11002,Pitt-Payne/Ragtime Ripples.mid,1908.0,pittpayne-ragtime_ripples,pittpayne-ragtime_ripples__pittpayne.mid,77
1915,11012,Pitt-Payne/Ragtime Sailor Man The.mid,1917.0,pittpayne-ragtime_sailor_man_the,pittpayne-ragtime_sailor_man_the__pittpayne.mid,81
1916,11013,Pitt-Payne/Ragtime Sailor's Rag  The.mid,1912.0,pittpayne-ragtime_sailors_rag__the,pittpayne-ragtime_sailors_rag_the__pittpayne.mid,80
1917,11018,Pitt-Payne/Ragtime Showers.mid,1902.0,pittpayne-ragtime_showers,pittpayne-ragtime_showers__pittpayne.mid,77
1918,11024,Pitt-Payne/Ragtime Soldier Man.mid,1912.0,pittpayne-ragtime_soldier_man,pittpayne-ragtime_soldier_man__pittpayne.mid,79
1919,11039,Pitt-Payne/Ragtime Temple Bells.mid,1914.0,pittpayne-ragtime_temple_bells,pittpayne-ragtime_temple_bells__pittpayne.mid,80
1920,11070,Pitt-Payne/Ragtown Guards.mid,1899.0,pittpayne-ragtown_guards,pittpayne-ragtown_guards__pittpayne.mid,76
1921,11074,Pitt-Payne/Rah Rah Boy!!!  The.mid,1908.0,pittpayne-rah_rah_boy__the,pittpayne-rah_rah_boy_the__pittpayne.mid,76
1922,11110,Pitt-Payne/Rajah Glide  The.mid,1913.0,pittpayne-rajah_glide__the,pittpayne-rajah_glide_the__pittpayne.mid,76
1923,11124,Pitt-Payne/Rambling Rags.mid,1908.0,pittpayne-rambling_rags,pittpayne-rambling_rags__pittpayne.mid,75
1924,11136,Pitt-Payne/Rapid.mid,,pittpayne-rapid,pittpayne-dora__pittpayne.mid,68
1925,11176,Pitt-Payne/Raving Rag.mid,1911.0,pittpayne-raving_rag,pittpayne-raving_rag__pittpayne.mid,73
1926,11182,Pitt-Payne/Raymond's Rag.mid,,pittpayne-raymonds_rag,pittpayne-raymonds_rag__pittpayne.mid,75
1927,11183,Pitt-Payne/Raz Ma Taz.mid,1901.0,pittpayne-raz_ma_taz,pittpayne-raz_ma_taz__pittpayne.mid,73
1928,11192,Pitt-Payne/Razzazza Mazzazza.mid,,pittpayne-razzazza_mazzazza,pittpayne-razzazza_mazzazza__pittpayne.mid,78
1929,11198,"Pitt-Payne/Razzle Dazzle Glide,The.mid",1912.0,pittpayne-razzle_dazzle_glidethe,pittpayne-razzle_dazzle_glide_the__pittpayne.mid,80
1930,11196,Pitt-Payne/Razzle Dazzle.mid,1909.0,pittpayne-razzle_dazzle,pittpayne-razzledazzle__pittpayne.mid,73
1931,11286,Pitt-Payne/Red Head Rag.mid,1910.0,pittpayne-red_head_rag,pittpayne-red_head_rag__pittpayne.mid,75
1932,11300,Pitt-Payne/Red Moon.mid,1908.0,pittpayne-red_moon,pittpayne-red_moon__pittpayne.mid,71
1933,11349,Pitt-Payne/Regal Stomp.mid,,pittpayne-regal_stomp,pittpayne-regal_stomp__pittpayne.mid,74
1934,11356,Pitt-Payne/Reinette Rag.mid,1913.0,pittpayne-reinette_rag,pittpayne-reinette_rag__pittpayne.mid,75
1935,11374,Pitt-Payne/Remorse Blues.mid,1917.0,pittpayne-remorse_blues,pittpayne-remorse_blues__pittpayne.mid,75
1936,11377,Pitt-Payne/Remus Takes The Cake.mid,1896.0,pittpayne-remus_takes_the_cake,pittpayne-remus_takes_the_cake__pittpayne.mid,80
1937,11394,Pitt-Payne/Reuben Fox Trot.mid,1914.0,pittpayne-reuben_fox_trot,pittpayne-reuben_fox_trot__pittpayne.mid,77
1938,11395,Pitt-Payne/Reuben Rag.mid,1910.0,pittpayne-reuben_rag,pittpayne-reuben_rag__pittpayne.mid,73
1939,11454,Pitt-Payne/Rig-A-Ma-Role Rag.mid,1910.0,pittpayne-rigamarole_rag,pittpayne-rigamarole_rag__pittpayne.mid,76
1940,11455,Pitt-Payne/Right Church But The Wrong Pew  The.mid,1908.0,pittpayne-right_church_but_the_wrong_pew__the,pittpayne-right_church_but_the_wrong_pew_the__pittpayne.mid,85
1941,11465,Pitt-Payne/Ring-Tum Diddie.mid,1912.0,pittpayne-ringtum_diddie,pittpayne-ringtum_diddie__pittpayne.mid,76
1942,11468,Pitt-Payne/Rinkum Ditty Rag  The.mid,1918.0,pittpayne-rinkum_ditty_rag__the,pittpayne-rinkum_ditty_rag_the__pittpayne.mid,79
1943,11507,Pitt-Payne/Riveter's Rag  The.mid,1919.0,pittpayne-riveters_rag__the,pittpayne-riveters_rag_the__pittpayne.mid,76
1944,11509,Pitt-Payne/Rizzy Boo .mid,1913.0,pittpayne-rizzy_boo_,pittpayne-rizzy_boo_song__pittpayne.mid,68
1945,11511,Pitt-Payne/Road House Rag  The.mid,1917.0,pittpayne-road_house_rag__the,pittpayne-road_house_rag_the__pittpayne.mid,78
1946,11517,Pitt-Payne/Robardina Rag.mid,1902.0,pittpayne-robardina_rag,pittpayne-robardina_rag__pittpayne.mid,75
1947,11524,Pitt-Payne/Rochester Fair.mid,1914.0,pittpayne-rochester_fair,pittpayne-rochester_fair__pittpayne.mid,76
1948,11533,Pitt-Payne/Rock-A-Bye Your Baby With A Dixie Melody.mid,1918.0,pittpayne-rockabye_your_baby_with_a_dixie_melody,pittpayne-rockabye_your_baby_with_a_dixie_melody__pittpayne.mid,86
1949,11541,Pitt-Payne/Rocking In A Ragtime Boat.mid,1913.0,pittpayne-rocking_in_a_ragtime_boat,pittpayne-rocking_in_a_ragtime_boat__pittpayne.mid,82
1950,11551,Pitt-Payne/Rocky Rags.mid,1911.0,pittpayne-rocky_rags,pittpayne-rocky_rags__pittpayne.mid,73
1951,11560,"Pitt-Payne/Roll On, Missouri.mid",1913.0,pittpayne-roll_on_missouri,pittpayne-roll_on_missouri__pittpayne.mid,78
1952,11590,Pitt-Payne/Roo-Ti-Toot On Your Ragtime Flute.mid,1912.0,pittpayne-rootitoot_on_your_ragtime_flute,pittpayne-rootitoot_on_your_ragtime_flute__pittpayne.mid,85
1953,11581,Pitt-Payne/Roosevelt and Fairbanks.mid,1904.0,pittpayne-roosevelt_and_fairbanks,pittpayne-roosevelt_and_fairbanks__pittpayne.mid,81
1954,11603,Pitt-Payne/Rose Wood Rag.mid,1909.0,pittpayne-rose_wood_rag,pittpayne-rose_wood_rag__pittpayne.mid,75
1955,11666,Pitt-Payne/Rube Bennett's Raggedy Rag.mid,1914.0,pittpayne-rube_bennetts_raggedy_rag,pittpayne-rube_bennetts_raggedy_rag__pittpayne.mid,82
1956,11667,Pitt-Payne/Rubens Dream.mid,1908.0,pittpayne-rubens_dream,pittpayne-rubens_dream__pittpayne.mid,75
1957,11669,Pitt-Payne/Rubies.mid,1909.0,pittpayne-rubies,pittpayne-rubies__pittpayne.mid,68
1958,11674,Pitt-Payne/Rudolph Valentino Blues.mid,1922.0,pittpayne-rudolph_valentino_blues,pittpayne-rudolph_valentino_blues__pittpayne.mid,81
1959,11683,Pitt-Payne/Rum Tum Tiddle .mid,1912.0,pittpayne-rum_tum_tiddle_,pittpayne-rum_tum_tiddle_song__pittpayne.mid,72
1960,11690,Pitt-Payne/Rum-Tum-Tiddle Dance  The.mid,1911.0,pittpayne-rumtumtiddle_dance__the,pittpayne-rumtumtiddle_dance_the__pittpayne.mid,80
1961,11692,"Pitt-Payne/Run Brudder Possum, Run.mid",1907.0,pittpayne-run_brudder_possum_run,pittpayne-run_brudder_possum_run__pittpayne.mid,81
1962,11712,Pitt-Payne/Russian Pony Rag.mid,,pittpayne-russian_pony_rag,pittpayne-russian_pony_rag__pittpayne.mid,78
1963,11724,Pitt-Payne/Rusty-Can-O-Rag.mid,1910.0,pittpayne-rustycanorag,pittpayne-rustycanorag__pittpayne.mid,75
1964,11753,Pitt-Payne/Sailin' Away On The Henry Clay.mid,1917.0,pittpayne-sailin_away_on_the_henry_clay,pittpayne-sailin_away_on_the_henry_clay__pittpayne.mid,84
1965,11760,Pitt-Payne/Saint Vitus Rag  The.mid,1912.0,pittpayne-saint_vitus_rag__the,pittpayne-saint_vitus_rag_the__pittpayne.mid,78
1966,11782,Pitt-Payne/Salt And Pepper.mid,1909.0,pittpayne-salt_and_pepper,pittpayne-salt_and_pepper__pittpayne.mid,77
1967,11790,Pitt-Payne/Sam Fox Trot.mid,1915.0,pittpayne-sam_fox_trot,pittpayne-sam_fox_trot__pittpayne.mid,75
1968,11791,Pitt-Payne/Sam Johnson's Band.mid,1901.0,pittpayne-sam_johnsons_band,pittpayne-sam_johnsons_band__pittpayne.mid,78
1969,11807,Pitt-Payne/Sam's Laugh.mid,1906.0,pittpayne-sams_laugh,pittpayne-sams_laugh__pittpayne.mid,73
1970,11831,Pitt-Payne/San-Fran-Pan-American.mid,1913.0,pittpayne-sanfranpanamerican,pittpayne-sanfranpanamerican__pittpayne.mid,79
1971,11817,Pitt-Payne/Sand Paper.mid,1909.0,pittpayne-sand_paper,pittpayne-sand_paper__pittpayne.mid,73
1972,11820,Pitt-Payne/Sand-Dancers  The.mid,1907.0,pittpayne-sanddancers__the,pittpayne-sanddancers_the__pittpayne.mid,76
1973,11827,Pitt-Payne/Sandy River Rag.mid,1915.0,pittpayne-sandy_river_rag,pittpayne-sandy_river_rag__pittpayne.mid,77
1974,11847,Pitt-Payne/Saronoff Rag  The.mid,1913.0,pittpayne-saronoff_rag__the,pittpayne-saronoff_rag_the__pittpayne.mid,76
1975,11853,Pitt-Payne/Sassafras Sam.mid,1908.0,pittpayne-sassafras_sam,pittpayne-sassafras_sam__pittpayne.mid,75
1976,11876,"Pitt-Payne/Save Your Money, John.mid",1919.0,pittpayne-save_your_money_john,pittpayne-save_your_money_john__pittpayne.mid,80
1977,11897,Pitt-Payne/Scaddle-De-Mooch.mid,1915.0,pittpayne-scaddledemooch,pittpayne-scaddledemooch__pittpayne.mid,76
1978,11901,Pitt-Payne/Scalin' The Blues.mid,1926.0,pittpayne-scalin_the_blues,pittpayne-scalin_the_blues__pittpayne.mid,78
1979,11905,Pitt-Payne/Scandalous Thompson.mid,1899.0,pittpayne-scandalous_thompson,pittpayne-scandalous_thompson__pittpayne.mid,79
1980,11918,Pitt-Payne/School Life.mid,1912.0,pittpayne-school_life,pittpayne-school_life__pittpayne.mid,74
1981,11920,Pitt-Payne/Schoolhouse Blues  The.mid,1921.0,pittpayne-schoolhouse_blues__the,pittpayne-schoolhouse_blues_the__pittpayne.mid,79
1982,11929,Pitt-Payne/Scissors to Grind.mid,1904.0,pittpayne-scissors_to_grind,pittpayne-scissors_to_grind__pittpayne.mid,78
1983,11963,Pitt-Payne/Sea Weeds Rag.mid,1910.0,pittpayne-sea_weeds_rag,pittpayne-sea_weeds_rag__pittpayne.mid,75
1984,11988,Pitt-Payne/See Dixie First.mid,1916.0,pittpayne-see_dixie_first,pittpayne-see_dixie_first__pittpayne.mid,77
1985,12057,"Pitt-Payne/Shake, Rattle And Roll.mid",1919.0,pittpayne-shake_rattle_and_roll,pittpayne-shake_rattle_and_roll__pittpayne.mid,81
1986,12059,Pitt-Payne/Shaking The Blues Away.mid,1927.0,pittpayne-shaking_the_blues_away,pittpayne-shaking_the_blues_away__pittpayne.mid,81
1987,12060,Pitt-Payne/Shaky Eyes.mid,1909.0,pittpayne-shaky_eyes,pittpayne-shaky_eyes__pittpayne.mid,73
1988,12062,Pitt-Payne/Shame On You.mid,1904.0,pittpayne-shame_on_you,pittpayne-shame_on_you__pittpayne.mid,75
1989,12107,Pitt-Payne/Shim-Me-Sha-Wabble.mid,1916.0,pittpayne-shimmeshawabble,pittpayne-shimmeshawabble__pittpayne.mid,77
1990,12109,Pitt-Payne/Shimmie Shake  The.mid,1920.0,pittpayne-shimmie_shake__the,pittpayne-shimmie_shake_the__pittpayne.mid,77
1991,12115,"Pitt-Payne/Shine On, Harvest Moon.mid",1908.0,pittpayne-shine_on_harvest_moon,pittpayne-shine_on_harvest_moon__pittpayne.mid,81
1992,12116,Pitt-Payne/Shine Or Polish Rag.mid,1914.0,pittpayne-shine_or_polish_rag,pittpayne-shine_or_polish_rag__pittpayne.mid,79
1993,12121,Pitt-Payne/Shock Rag.mid,1911.0,pittpayne-shock_rag,pittpayne-shock_rag__pittpayne.mid,72
1994,12125,Pitt-Payne/Shoe Tickler Rag.mid,1911.0,pittpayne-shoe_tickler_rag,pittpayne-shoe_tickler_rag__pittpayne.mid,78
1995,12153,Pitt-Payne/Shovel Fish  The.mid,1907.0,pittpayne-shovel_fish__the,pittpayne-shovel_fish_the__pittpayne.mid,76
1996,12172,Pitt-Payne/Shultzmeier.mid,1914.0,pittpayne-shultzmeier,pittpayne-shultzmeier__pittpayne.mid,74
1997,12178,Pitt-Payne/Sic 'Em Prinz.mid,1905.0,pittpayne-sic_em_prinz,pittpayne-sic_em_prinz__pittpayne.mid,75
1998,12190,Pitt-Payne/Silent Sam.mid,1903.0,pittpayne-silent_sam,pittpayne-silent_sam__pittpayne.mid,73
1999,12203,Pitt-Payne/Silver Bell .mid,1910.0,pittpayne-silver_bell_,pittpayne-silver_bell_song__pittpayne.mid,70
2000,12204,Pitt-Payne/Silver Buckle Rag.mid,1910.0,pittpayne-silver_buckle_rag,pittpayne-silver_buckle_rag__pittpayne.mid,78
2001,12205,Pitt-Payne/Silver City  The.mid,1913.0,pittpayne-silver_city__the,pittpayne-silver_city_the__pittpayne.mid,76
2002,12210,Pitt-Payne/Silver Fox.mid,1915.0,pittpayne-silver_fox,pittpayne-silver_fox__pittpayne.mid,73
2003,12214,Pitt-Payne/Silver Leaf Rag.mid,1911.0,pittpayne-silver_leaf_rag,pittpayne-silver_leaf_rag__pittpayne.mid,77
2004,12235,Pitt-Payne/Simple Melody.mid,1914.0,pittpayne-simple_melody,pittpayne-simple_melody__pittpayne.mid,75
2005,12243,Pitt-Payne/Sinbad Was In Bad All The Time.mid,1917.0,pittpayne-sinbad_was_in_bad_all_the_time,pittpayne-sinbad_was_in_bad_all_the_time__pittpayne.mid,84
2006,12256,Pitt-Payne/Sing A Good Old Ragtime Song.mid,1909.0,pittpayne-sing_a_good_old_ragtime_song,pittpayne-sing_a_good_old_ragtime_song__pittpayne.mid,84
2007,12259,Pitt-Payne/Sing Me A Ballad In Ragtime.mid,1912.0,pittpayne-sing_me_a_ballad_in_ragtime,pittpayne-sing_me_a_ballad_in_ragtime__pittpayne.mid,83
2008,12267,Pitt-Payne/Siren's Song  The.mid,1917.0,pittpayne-sirens_song__the,pittpayne-sirens_song_the__pittpayne.mid,76
2009,12274,Pitt-Payne/Sister Susie's Started Syncopation.mid,1915.0,pittpayne-sister_susies_started_syncopation,pittpayne-sister_susies_started_syncopation__pittpayne.mid,85
2010,12276,Pitt-Payne/Sittin' In A Corner.mid,1923.0,pittpayne-sittin_in_a_corner,pittpayne-sittin_in_a_corner__pittpayne.mid,79
2011,12290,Pitt-Payne/Skeleton Rag  The.mid,1911.0,pittpayne-skeleton_rag__the,pittpayne-skeleton_rag_the__pittpayne.mid,76
2012,12294,Pitt-Payne/Skidding.mid,1923.0,pittpayne-skidding,pittpayne-skidding__pittpayne.mid,71
2013,12334,Pitt-Payne/Sleepy-Time Rag.mid,1914.0,pittpayne-sleepytime_rag,pittpayne-sleepytime_rag__pittpayne.mid,76
2014,12351,Pitt-Payne/Slippery Bill.mid,1911.0,pittpayne-slippery_bill,pittpayne-slippery_bill__pittpayne.mid,75
2015,12360,"Pitt-Payne/Slippery Place, A.mid",1911.0,pittpayne-slippery_place_a,pittpayne-slippery_place_a__pittpayne.mid,78
2016,12380,Pitt-Payne/Sly Sal.mid,1906.0,pittpayne-sly_sal,pittpayne-sly_sal__pittpayne.mid,69
2017,12394,Pitt-Payne/Smiles And Chuckles.mid,1917.0,pittpayne-smiles_and_chuckles,pittpayne-smiles_and_chuckles__pittpayne.mid,79
2018,12402,Pitt-Payne/Smiling Sadie.mid,1905.0,pittpayne-smiling_sadie,pittpayne-smiling_sadie__pittpayne.mid,75
2019,12404,Pitt-Payne/Smiling Susan.mid,1906.0,pittpayne-smiling_susan,pittpayne-smiling_susan__pittpayne.mid,75
2020,12415,Pitt-Payne/Smoky Mokes.mid,1899.0,pittpayne-smoky_mokes,pittpayne-smoky_mokes__pittpayne.mid,74
2021,12435,Pitt-Payne/Snakey Blues  The.mid,1915.0,pittpayne-snakey_blues__the,pittpayne-snakey_bluesthe__pittpayne.mid,78
2022,12436,Pitt-Payne/Snappin' Turtle.mid,1913.0,pittpayne-snappin_turtle,pittpayne-snappin_turtle__pittpayne.mid,76
2023,12443,Pitt-Payne/Sneak!  The.mid,1922.0,pittpayne-sneak__the,pittpayne-sneak_the__pittpayne.mid,70
2024,12446,Pitt-Payne/Sneeky Peet.mid,1907.0,pittpayne-sneeky_peet,pittpayne-sneeky_peet__pittpayne.mid,74
2025,12449,Pitt-Payne/Snookey Ookums.mid,1913.0,pittpayne-snookey_ookums,pittpayne-snookey_ookums__pittpayne.mid,76
2026,12450,Pitt-Payne/Snookums.mid,,pittpayne-snookums,pittpayne-snookums__pittpayne.mid,71
2027,12452,Pitt-Payne/Snow Deer.mid,1913.0,pittpayne-snow_deer,pittpayne-snow_deer__pittpayne.mid,72
2028,12459,Pitt-Payne/Snowflakes.mid,1905.0,pittpayne-snowflakes,pittpayne-snowflakes__pittpayne.mid,73
2029,12472,Pitt-Payne/So This Is Dixie.mid,1917.0,pittpayne-so_this_is_dixie,pittpayne-so_this_is_dixie__pittpayne.mid,78
2030,12483,Pitt-Payne/Society Bear.mid,1912.0,pittpayne-society_bear,pittpayne-society_bear__pittpayne.mid,75
2031,12487,Pitt-Payne/Society Swells.mid,1903.0,pittpayne-society_swells,pittpayne-society_swells__pittpayne.mid,76
2032,12519,Pitt-Payne/Some Of These Days.mid,1910.0,pittpayne-some_of_these_days,pittpayne-some_of_these_days__pittpayne.mid,79
2033,12521,Pitt-Payne/Some Pumpkins.mid,1908.0,pittpayne-some_pumpkins,pittpayne-some_pumpkins__pittpayne.mid,75
2034,12522,Pitt-Payne/Some Rag.mid,1910.0,pittpayne-some_rag,pittpayne-some_rag__pittpayne.mid,71
2035,12524,Pitt-Payne/Some Smoke.mid,1913.0,pittpayne-some_smoke,pittpayne-some_smoke__pittpayne.mid,73
2036,12533,Pitt-Payne/Somebody Lied.mid,1907.0,pittpayne-somebody_lied,pittpayne-somebody_lied__pittpayne.mid,75
2037,12538,Pitt-Payne/Somebody's Done Me Wrong.mid,1918.0,pittpayne-somebodys_done_me_wrong,pittpayne-somebodys_done_me_wrong__pittpayne.mid,81
2038,12542,Pitt-Payne/Someday Down In Carolin'.mid,1919.0,pittpayne-someday_down_in_carolin,pittpayne-someday_down_in_carolin__pittpayne.mid,81
2039,12548,Pitt-Payne/Something Doing.mid,1903.0,pittpayne-something_doing,pittpayne-something_doing__pittpayne.mid,77
2040,12606,Pitt-Payne/South Car'lina Tickle.mid,1898.0,pittpayne-south_carlina_tickle,pittpayne-south_carlina_tickle__pittpayne.mid,80
2041,12624,Pitt-Payne/Southern Beauties.mid,1907.0,pittpayne-southern_beauties,pittpayne-southern_beauties__pittpayne.mid,78
2042,12635,Pitt-Payne/Southern Hospitality.mid,1899.0,pittpayne-southern_hospitality,pittpayne-southern_hospitality__pittpayne.mid,80
2043,12637,"Pitt-Payne/Southern Jamboree, A.mid",1899.0,pittpayne-southern_jamboree_a,pittpayne-southern_jamboree_a__pittpayne.mid,79
2044,12646,Pitt-Payne/Southern Roses.mid,1904.0,pittpayne-southern_roses,pittpayne-southern_roses__pittpayne.mid,76
2045,12650,Pitt-Payne/Southern Smiles.mid,1903.0,pittpayne-southern_smiles,pittpayne-southern_smiles__pittpayne.mid,77
2046,12668,"Pitt-Payne/Spade Flush, A.mid",1902.0,pittpayne-spade_flush_a,pittpayne-spade_flush_a__pittpayne.mid,75
2047,12678,Pitt-Payne/Spanish Shawl.mid,1925.0,pittpayne-spanish_shawl,pittpayne-spanish_shawl__pittpayne.mid,75
2048,12684,Pitt-Payne/Sparkler Rag  The.mid,1908.0,pittpayne-sparkler_rag__the,pittpayne-sparkler_rag_the__pittpayne.mid,76
2049,12685,Pitt-Payne/Sparkles.mid,1909.0,pittpayne-sparkles,pittpayne-sparkles__pittpayne.mid,71
2050,12696,Pitt-Payne/Speckled Spider Rag.mid,1910.0,pittpayne-speckled_spider_rag,pittpayne-speckled_spider_rag__pittpayne.mid,79
2051,12702,Pitt-Payne/Sphinx Rag.mid,1912.0,pittpayne-sphinx_rag,pittpayne-sphinx_rag__pittpayne.mid,73
2052,12733,Pitt-Payne/Spooky Spooks.mid,1916.0,pittpayne-spooky_spooks,pittpayne-spooky_spooks__pittpayne.mid,75
2053,12743,Pitt-Payne/Spread Yo' Stuff.mid,1921.0,pittpayne-spread_yo_stuff,pittpayne-spread_yo_stuff__pittpayne.mid,77
2054,12771,Pitt-Payne/Squee-Gee  The.mid,1904.0,pittpayne-squeegee__the,pittpayne-squeegee_the__pittpayne.mid,73
2055,12775,Pitt-Payne/Squirrel Food.mid,1916.0,pittpayne-squirrel_food,pittpayne-squirrel_food__pittpayne.mid,75
2056,12776,Pitt-Payne/Squirrel Rag  The.mid,1913.0,pittpayne-squirrel_rag__the,pittpayne-squirrel_rag_the__pittpayne.mid,76
2057,12800,Pitt-Payne/St Louis Tickle.mid,1904.0,pittpayne-st_louis_tickle,pittpayne-st_louis_tickle__pittpayne.mid,77
2058,12806,Pitt-Payne/St Vitus Dance.mid,1909.0,pittpayne-st_vitus_dance,pittpayne-st_vitus_dance__pittpayne.mid,76
2059,12842,Pitt-Payne/Steamboat Bill.mid,1910.0,pittpayne-steamboat_bill,pittpayne-steamboat_bill__pittpayne.mid,76
2060,12859,Pitt-Payne/Step Along Henry.mid,1916.0,pittpayne-step_along_henry,pittpayne-step_along__henry__pittpayne.mid,76
2061,12878,Pitt-Payne/Steps.mid,1924.0,pittpayne-steps,pittpayne-steps__pittpayne.mid,67
2062,12881,Pitt-Payne/Stevedore's Rag  The.mid,1918.0,pittpayne-stevedores_rag__the,pittpayne-stevedores_rag_the__pittpayne.mid,78
2063,12882,Pitt-Payne/Stewed Chicken.mid,1912.0,pittpayne-stewed_chicken,pittpayne-stewed_chicken__pittpayne.mid,76
2064,12883,Pitt-Payne/Stewed Prunes.mid,1910.0,pittpayne-stewed_prunes,pittpayne-stewed_prunes__pittpayne.mid,75
2065,12912,Pitt-Payne/Stop Rag  The.mid,1913.0,pittpayne-stop_rag__the,pittpayne-stop_rag_the__pittpayne.mid,73
2066,12914,Pitt-Payne/Stop That Rag.mid,1909.0,pittpayne-stop_that_rag,pittpayne-stop_that_rag__pittpayne.mid,75
2067,12920,"Pitt-Payne/Stop, Stop, Stop.mid",1910.0,pittpayne-stop_stop_stop,pittpayne-stop_stop_stop__pittpayne.mid,76
2068,12946,Pitt-Payne/Strenuosity.mid,1910.0,pittpayne-strenuosity,pittpayne-strenuosity__pittpayne.mid,74
2069,12966,Pitt-Payne/Strut Miss Lizzie.mid,1921.0,pittpayne-strut_miss_lizzie,pittpayne-strut_miss_lizzie__pittpayne.mid,78
2070,12974,Pitt-Payne/Struttin' Yo' Stuff.mid,1920.0,pittpayne-struttin_yo_stuff,pittpayne-struttin_yo_stuff__pittpayne.mid,78
2071,12979,Pitt-Payne/Stumbling .mid,1922.0,pittpayne-stumbling_,pittpayne-stumbling_song__pittpayne.mid,68
2072,12986,Pitt-Payne/Stuttering Jasper.mid,1899.0,pittpayne-stuttering_jasper,pittpayne-stuttering_jasper__pittpayne.mid,78
2073,12994,Pitt-Payne/Subway Rag.mid,1912.0,pittpayne-subway_rag,pittpayne-subway_rag__pittpayne.mid,73
2074,12996,Pitt-Payne/Such Is Life.mid,1915.0,pittpayne-such_is_life,pittpayne-such_is_life__pittpayne.mid,75
2075,12998,Pitt-Payne/Sue.mid,1902.0,pittpayne-sue,pittpayne-sue__pittpayne.mid,63
2076,13002,Pitt-Payne/Sugar Baby.mid,1919.0,pittpayne-sugar_baby,pittpayne-sugar_baby__pittpayne.mid,73
2077,13003,Pitt-Payne/Sugar Blues.mid,1919.0,pittpayne-sugar_blues,pittpayne-sugar_blues__pittpayne.mid,74
2078,13014,Pitt-Payne/Sugar Moon.mid,1910.0,pittpayne-sugar_moon,pittpayne-sugar_moon__pittpayne.mid,73
2079,13026,Pitt-Payne/Suicide Blues  The.mid,1919.0,pittpayne-suicide_blues__the,pittpayne-suicide_blues_the__pittpayne.mid,77
2080,13064,Pitt-Payne/Sun Do Move  The.mid,1899.0,pittpayne-sun_do_move__the,pittpayne-sun_do_move_the__pittpayne.mid,76
2081,13067,Pitt-Payne/Sun Stroke Rag.mid,1911.0,pittpayne-sun_stroke_rag,pittpayne-sun_stroke_rag__pittpayne.mid,76
2082,13091,Pitt-Payne/Sunflower Babe.mid,1909.0,pittpayne-sunflower_babe,pittpayne-sunflower_babe__pittpayne.mid,76
2083,13095,Pitt-Payne/Sunflower Tickle.mid,1908.0,pittpayne-sunflower_tickle,pittpayne-sunflower_tickle__pittpayne.mid,78
2084,13105,Pitt-Payne/Sunny Susan.mid,1902.0,pittpayne-sunny_susan,pittpayne-sunny_susan__pittpayne.mid,74
2085,13112,Pitt-Payne/Sunset Frolics.mid,1900.0,pittpayne-sunset_frolics,pittpayne-sunset_frolics__pittpayne.mid,76
2086,13161,Pitt-Payne/Swanee Blues.mid,1920.0,pittpayne-swanee_blues,pittpayne-swanee_blues__pittpayne.mid,75
2087,13165,Pitt-Payne/Swanee Ripples.mid,1912.0,pittpayne-swanee_ripples,pittpayne-swanee_ripples__pittpayne.mid,76
2088,13184,"Pitt-Payne/Sweet Cider Time, When You Were Mine!.mid",1916.0,pittpayne-sweet_cider_time_when_you_were_mine,pittpayne-sweet_cider_time_when_you_were_mine__pittpayne.mid,86
2089,13190,"Pitt-Payne/Sweet Emalina, My Gal.mid",1917.0,pittpayne-sweet_emalina_my_gal,pittpayne-sweet_emalina_my_gal__pittpayne.mid,80
